chunk
"재고 ID INV014001에 해당하는 품목은 '패딩 점퍼 736'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 210개이며, 단가는 1,051원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013326에 해당하는 품목은 '패딩 점퍼 200'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 341개이며, 단가는 11,569원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010655에 해당하는 품목은 '면티셔츠 114'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 465개이며, 단가는 11,634원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010504에 해당하는 품목은 '러닝화 511'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 8개이며, 단가는 11,701원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV012413에 해당하는 품목은 '패딩 점퍼 866'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 365개이며, 단가는 11,729원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013279에 해당하는 품목은 '러닝화 036'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 270개이며, 단가는 11,862원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011387에 해당하는 품목은 '면티셔츠 089'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 106개이며, 단가는 11,897원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010917에 해당하는 품목은 '면티셔츠 044'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 32개이며, 단가는 12,030원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV014884에 해당하는 품목은 '러닝화 961'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 461개이며, 단가는 12,089원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012640에 해당하는 품목은 '면티셔츠 389'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 380개이며, 단가는 12,166원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013074에 해당하는 품목은 '니트 가디건 615'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 308개이며, 단가는 12,171원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013772에 해당하는 품목은 '러닝화 155'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 205개이며, 단가는 12,245원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013787에 해당하는 품목은 '패딩 점퍼 848'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 117개이며, 단가는 12,277원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011210에 해당하는 품목은 '면티셔츠 773'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 339개이며, 단가는 12,296원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014253에 해당하는 품목은 '패딩 점퍼 154'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 1개이며, 단가는 12,331원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV011563에 해당하는 품목은 '니트 가디건 132'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 118개이며, 단가는 12,483원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010108에 해당하는 품목은 '니트 가디건 886'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 499개이며, 단가는 12,486원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010742에 해당하는 품목은 '러닝화 222'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 193개이며, 단가는 12,557원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013198에 해당하는 품목은 '러닝화 251'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 130개이며, 단가는 12,714원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010845에 해당하는 품목은 '청바지 877'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 41개이며, 단가는 12,850원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV013681에 해당하는 품목은 '러닝화 692'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 490개이며, 단가는 13,197원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010617에 해당하는 품목은 '니트 가디건 295'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 326개이며, 단가는 13,286원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010689에 해당하는 품목은 '청바지 469'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 271개이며, 단가는 13,418원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010493에 해당하는 품목은 '청바지 323'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 143개이며, 단가는 13,477원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010344에 해당하는 품목은 '러닝화 503'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 13개이며, 단가는 13,538원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV011899에 해당하는 품목은 '패딩 점퍼 328'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 266개이며, 단가는 13,656원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013239에 해당하는 품목은 '러닝화 799'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 14개이며, 단가는 13,712원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV012655에 해당하는 품목은 '니트 가디건 895'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 459개이며, 단가는 13,725원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010592에 해당하는 품목은 '러닝화 962'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 78개이며, 단가는 13,732원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011027에 해당하는 품목은 '러닝화 492'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 396개이며, 단가는 13,762원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010898에 해당하는 품목은 '면티셔츠 728'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 443개이며, 단가는 13,785원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010803에 해당하는 품목은 '패딩 점퍼 035'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 321개이며, 단가는 13,836원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011396에 해당하는 품목은 '러닝화 297'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 471개이며, 단가는 13,875원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011462에 해당하는 품목은 '청바지 561'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 4개이며, 단가는 14,017원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV011234에 해당하는 품목은 '러닝화 776'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 154개이며, 단가는 14,654원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011874에 해당하는 품목은 '청바지 869'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 0개이며, 단가는 15,071원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '품절'로 파악됩니다."
"재고 ID INV014913에 해당하는 품목은 '면티셔츠 246'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 384개이며, 단가는 15,173원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014517에 해당하는 품목은 '니트 가디건 116'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 285개이며, 단가는 15,686원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011076에 해당하는 품목은 '니트 가디건 011'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 354개이며, 단가는 15,774원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014245에 해당하는 품목은 '러닝화 179'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 194개이며, 단가는 15,803원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011625에 해당하는 품목은 '면티셔츠 870'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 135개이며, 단가는 15,928원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012648에 해당하는 품목은 '면티셔츠 239'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 3개이며, 단가는 16,073원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '부족'로 파악됩니다."
